Running as part of sweep: hxdqsknu
Sweep override - layers: [784, 400, 400, 400, 10]
Sweep override - softmax_epochs: 10
Softmax Epoch: 5/10 [31232/50000 (62%)]
Softmax Epoch: 5/10 [36352/50000 (73%)]
Softmax Epoch: 5/10 [41472/50000 (83%)]
Softmax Epoch: 5/10 [46592/50000 (93%)]
Softmax Epoch: 6/10 [512/50000 (1%)]
Softmax Epoch: 6/10 [5632/50000 (11%)]
Softmax Epoch: 6/10 [10752/50000 (22%)]
Softmax Epoch: 6/10 [15872/50000 (32%)]
Softmax Epoch: 6/10 [20992/50000 (42%)]
Softmax Epoch: 6/10 [26112/50000 (52%)]
Softmax Epoch: 6/10 [31232/50000 (62%)]
Softmax Epoch: 6/10 [36352/50000 (73%)]
Softmax Epoch: 6/10 [41472/50000 (83%)]
Softmax Epoch: 6/10 [46592/50000 (93%)]
Softmax Epoch: 7/10 [512/50000 (1%)]
Softmax Epoch: 7/10 [5632/50000 (11%)]
Softmax Epoch: 7/10 [10752/50000 (22%)]
Softmax Epoch: 7/10 [15872/50000 (32%)]
Softmax Epoch: 7/10 [20992/50000 (42%)]
Softmax Epoch: 7/10 [26112/50000 (52%)]
Softmax Epoch: 7/10 [31232/50000 (62%)]
Softmax Epoch: 7/10 [36352/50000 (73%)]
Softmax Epoch: 7/10 [41472/50000 (83%)]
Softmax Epoch: 7/10 [46592/50000 (93%)]
Softmax Epoch: 8/10 [512/50000 (1%)]
Softmax Epoch: 8/10 [5632/50000 (11%)]
Softmax Epoch: 8/10 [10752/50000 (22%)]
Softmax Epoch: 8/10 [15872/50000 (32%)]
Softmax Epoch: 8/10 [20992/50000 (42%)]
Softmax Epoch: 8/10 [26112/50000 (52%)]
Softmax Epoch: 8/10 [31232/50000 (62%)]
Softmax Epoch: 8/10 [36352/50000 (73%)]
Softmax Epoch: 8/10 [41472/50000 (83%)]
Softmax Epoch: 8/10 [46592/50000 (93%)]
Softmax Epoch: 9/10 [512/50000 (1%)]
Softmax Epoch: 9/10 [5632/50000 (11%)]
Softmax Epoch: 9/10 [10752/50000 (22%)]
Softmax Epoch: 9/10 [15872/50000 (32%)]
Softmax Epoch: 9/10 [20992/50000 (42%)]
Softmax Epoch: 9/10 [26112/50000 (52%)]
Softmax Epoch: 9/10 [31232/50000 (62%)]
Softmax Epoch: 9/10 [36352/50000 (73%)]
Softmax Epoch: 9/10 [41472/50000 (83%)]
Softmax Epoch: 9/10 [46592/50000 (93%)]
Softmax Epoch: 10/10 [512/50000 (1%)]
Softmax Epoch: 10/10 [5632/50000 (11%)]
Softmax Epoch: 10/10 [10752/50000 (22%)]
Softmax Epoch: 10/10 [15872/50000 (32%)]
Softmax Epoch: 10/10 [20992/50000 (42%)]
Softmax Epoch: 10/10 [26112/50000 (52%)]
Softmax Epoch: 10/10 [31232/50000 (62%)]
Softmax Epoch: 10/10 [36352/50000 (73%)]
Softmax Epoch: 10/10 [41472/50000 (83%)]
Softmax Epoch: 10/10 [46592/50000 (93%)]

Results for the TRAIN set:
	F1-score: 0.09940546791688945
	Accuracy: 0.09956
	Error: 0.9004399999976158

Inference Metrics for TRAIN set:
	Latency per sample: 0.0545 ms
	Energy per sample: 0.5003 mJ
	Average power: 9197.21 mW

Results for the TEST set:
	F1-score: 0.9468434943180659
	Accuracy: 0.9473
	Error: 0.0526999831199646

Inference Metrics for TEST set:
	Latency per sample: 0.0564 ms
	Energy per sample: 0.4578 mJ
	Average power: 8206.30 mW

Results for the VALIDATION set:
	F1-score: 0.9480995320454341
	Accuracy: 0.9486
	Error: 0.05140000581741333

Inference Metrics for VALIDATION set:
	Latency per sample: 0.0510 ms
	Energy per sample: 0.3995 mJ
	Average power: 7851.33 mW
Averaged mean:  11.019377372603854
Averaged std:  3.002676828178764
Averaged mean_all_incorrect_labels:  -6.394850541521811
Averaged std_all_incorrect_labels:  3.9987966766150698
Averaged mean:  18.210061324858657
Averaged std:  4.607873971103234
Averaged mean_all_incorrect_labels:  -5.69435769730168
Averaged std_all_incorrect_labels:  5.035276274786122
Averaged mean:  33.4955622600739
Averaged std:  7.805317034442038
Averaged mean_all_incorrect_labels:  -5.657513544312325
Averaged std_all_incorrect_labels:  7.392008080497859
Averaged mean:  26.052724984083852
Averaged std:  6.233815491732568
Averaged mean_all_incorrect_labels:  -13.293786650144641
Averaged std_all_incorrect_labels:  7.179164972011727
100%|████████████████████████████████████████████████████████████████████| 10000/10000 [00:30<00:00, 326.03it/s]

Results for the [1mVALIDATION[0m set based on light inference:
	F1-score:  0.9503594870394856
	Accuracy:  0.9508
	Error: 0.04919999837875366
mean number of layers used:  1.4513
percentage for layers_up_to  [1. 2. 3. 4.]  :  [0.7599 0.1121 0.0448 0.0832]
Stopped tegrastats monitoring
