Running as part of sweep: i2siez2w
Sweep override - layers: [784, 200, 200, 200, 10]
Sweep override - softmax_epochs: 10
Softmax Epoch: 5/10 [31232/50000 (62%)]
Softmax Epoch: 5/10 [36352/50000 (73%)]
Softmax Epoch: 5/10 [41472/50000 (83%)]
Softmax Epoch: 5/10 [46592/50000 (93%)]
Softmax Epoch: 6/10 [512/50000 (1%)]
Softmax Epoch: 6/10 [5632/50000 (11%)]
Softmax Epoch: 6/10 [10752/50000 (22%)]
Softmax Epoch: 6/10 [15872/50000 (32%)]
Softmax Epoch: 6/10 [20992/50000 (42%)]
Softmax Epoch: 6/10 [26112/50000 (52%)]
Softmax Epoch: 6/10 [31232/50000 (62%)]
Softmax Epoch: 6/10 [36352/50000 (73%)]
Softmax Epoch: 6/10 [41472/50000 (83%)]
Softmax Epoch: 6/10 [46592/50000 (93%)]
Softmax Epoch: 7/10 [512/50000 (1%)]
Softmax Epoch: 7/10 [5632/50000 (11%)]
Softmax Epoch: 7/10 [10752/50000 (22%)]
Softmax Epoch: 7/10 [15872/50000 (32%)]
Softmax Epoch: 7/10 [20992/50000 (42%)]
Softmax Epoch: 7/10 [26112/50000 (52%)]
Softmax Epoch: 7/10 [31232/50000 (62%)]
Softmax Epoch: 7/10 [36352/50000 (73%)]
Softmax Epoch: 7/10 [41472/50000 (83%)]
Softmax Epoch: 7/10 [46592/50000 (93%)]
Softmax Epoch: 8/10 [512/50000 (1%)]
Softmax Epoch: 8/10 [5632/50000 (11%)]
Softmax Epoch: 8/10 [10752/50000 (22%)]
Softmax Epoch: 8/10 [15872/50000 (32%)]
Softmax Epoch: 8/10 [20992/50000 (42%)]
Softmax Epoch: 8/10 [26112/50000 (52%)]
Softmax Epoch: 8/10 [31232/50000 (62%)]
Softmax Epoch: 8/10 [36352/50000 (73%)]
Softmax Epoch: 8/10 [41472/50000 (83%)]
Softmax Epoch: 8/10 [46592/50000 (93%)]
Softmax Epoch: 9/10 [512/50000 (1%)]
Softmax Epoch: 9/10 [5632/50000 (11%)]
Softmax Epoch: 9/10 [10752/50000 (22%)]
Softmax Epoch: 9/10 [15872/50000 (32%)]
Softmax Epoch: 9/10 [20992/50000 (42%)]
Softmax Epoch: 9/10 [26112/50000 (52%)]
Softmax Epoch: 9/10 [31232/50000 (62%)]
Softmax Epoch: 9/10 [36352/50000 (73%)]
Softmax Epoch: 9/10 [41472/50000 (83%)]
Softmax Epoch: 9/10 [46592/50000 (93%)]
Softmax Epoch: 10/10 [512/50000 (1%)]
Softmax Epoch: 10/10 [5632/50000 (11%)]
Softmax Epoch: 10/10 [10752/50000 (22%)]
Softmax Epoch: 10/10 [15872/50000 (32%)]
Softmax Epoch: 10/10 [20992/50000 (42%)]
Softmax Epoch: 10/10 [26112/50000 (52%)]
Softmax Epoch: 10/10 [31232/50000 (62%)]
Softmax Epoch: 10/10 [36352/50000 (73%)]
Softmax Epoch: 10/10 [41472/50000 (83%)]
Softmax Epoch: 10/10 [46592/50000 (93%)]

Results for the TRAIN set:
	F1-score: 0.100838047391649
	Accuracy: 0.10118
	Error: 0.8988199979066849

Inference Metrics for TRAIN set:
	Latency per sample: 0.0245 ms
	Energy per sample: 0.2046 mJ
	Average power: 8433.45 mW

Results for the TEST set:
	F1-score: 0.9494056423415158
	Accuracy: 0.9499
	Error: 0.05010002851486206

Inference Metrics for TEST set:
	Latency per sample: 0.0218 ms
	Energy per sample: 0.1493 mJ
	Average power: 6842.50 mW

Results for the VALIDATION set:
	F1-score: 0.9433394873496288
	Accuracy: 0.9439
	Error: 0.05610001087188721

Inference Metrics for VALIDATION set:
	Latency per sample: 0.0120 ms
	Energy per sample: 0.0824 mJ
	Average power: 6842.50 mW
Averaged mean:  8.928432446467813
Averaged std:  2.4279172495740307
Averaged mean_all_incorrect_labels:  -4.89044619016369
Averaged std_all_incorrect_labels:  3.134043059089542
Averaged mean:  9.660011956212674
Averaged std:  2.668402172837678
Averaged mean_all_incorrect_labels:  -7.898110354309471
Averaged std_all_incorrect_labels:  3.7595041568873055
Averaged mean:  12.523065083089737
Averaged std:  3.247026842995099
Averaged mean_all_incorrect_labels:  -9.798711183099156
Averaged std_all_incorrect_labels:  4.591998874576333
Averaged mean:  15.167472281156176
Averaged std:  3.7340816208844636
Averaged mean_all_incorrect_labels:  -7.467544565358361
Averaged std_all_incorrect_labels:  4.638867469582767
100%|████████████████████████████████████████████████████████████████████| 10000/10000 [00:13<00:00, 727.48it/s]

Results for the [1mVALIDATION[0m set based on light inference:
	F1-score:  0.949026482203851
	Accuracy:  0.9496
	Error: 0.0504000186920166
mean number of layers used:  1.6286
percentage for layers_up_to  [1. 2. 3. 4.]  :  [0.7173 0.0485 0.1225 0.1117]
Stopped tegrastats monitoring
